"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"21/11/2022","594.97","592.74","594.97","592.62","0.23K","1.11%"
"18/11/2022","588.42","591.02","591.02","588.00","0.18K","-0.16%"
"17/11/2022","589.37","588.50","590.70","587.74","2.28K","-0.15%"
"16/11/2022","590.26","588.40","590.26","588.00","2.56K","-0.33%"
"15/11/2022","592.20","597.00","597.00","591.50","0.19K","-0.52%"
"14/11/2022","595.30","595.37","595.37","593.59","0.79K","-0.42%"
"11/11/2022","597.82","602.92","602.92","596.82","0.75K","2.22%"
"10/11/2022","584.83","582.29","584.84","582.07","0.24K","-0.39%"
"09/11/2022","587.10","587.74","590.00","586.99","0.11K","-0.03%"
"08/11/2022","587.27","585.69","587.75","585.69","0.12K","0.41%"
"07/11/2022","584.90","586.52","586.52","579.80","1.15K","-0.28%"
"04/11/2022","586.52","589.32","589.75","586.51","0.13K","-0.59%"
"03/11/2022","590.02","590.18","591.35","589.70","1.00K","-1.89%"
"02/11/2022","601.36","602.14","603.13","600.00","0.27K","-0.28%"
"01/11/2022","603.03","604.15","605.00","601.87","0.50K","-0.33%"
"31/10/2022","605.00","605.00","607.65","604.50","0.83K","3.50%"
"28/10/2022","584.55","585.80","586.80","584.49","0.34K","-0.92%"
"27/10/2022","590.00","591.16","592.18","590.00","0.17K","-1.01%"
"26/10/2022","596.04","597.93","598.01","595.16","1.50K","-0.56%"
"25/10/2022","599.40","598.65","599.74","597.50","0.26K","1.24%"
"24/10/2022","592.07","591.72","593.20","590.79","0.69K","1.73%"
"21/10/2022","582.00","580.27","582.54","580.00","0.24K","-1.09%"
"20/10/2022","588.43","586.93","588.43","586.26","0.10K","-0.54%"
"19/10/2022","591.60","592.03","593.40","591.60","0.27K","0.19%"
"18/10/2022","590.50","586.18","591.09","585.76","0.82K","2.37%"
"17/10/2022","576.82","578.02","578.11","575.80","0.22K","-0.95%"
"14/10/2022","582.37","580.50","582.70","579.57","0.22K","2.41%"
"13/10/2022","568.65","569.99","569.99","568.65","0.52K","-0.64%"
"12/10/2022","572.34","573.32","573.72","571.50","0.24K","-0.17%"
"11/10/2022","573.33","567.59","573.77","567.59","0.11K","0.32%"
"10/10/2022","571.52","567.60","572.00","567.00","0.58K","-1.69%"
"07/10/2022","581.36","581.25","581.81","580.50","0.26K","0.14%"
"06/10/2022","580.56","580.56","582.45","579.70","0.38K","0.18%"
"05/10/2022","579.54","579.91","580.51","577.50","0.17K","1.43%"
"04/10/2022","571.38","563.33","572.00","563.33","1.70K","2.78%"
"03/10/2022","555.90","555.50","558.00","554.00","0.72K","-0.48%"
"30/09/2022","558.60","569.59","569.60","558.10","0.64K","-2.05%"
"29/09/2022","570.29","565.83","578.00","565.83","0.36K","0.79%"
"28/09/2022","565.83","565.83","566.19","562.93","0.83K","0.04%"
"27/09/2022","565.61","564.11","566.50","564.11","0.49K","0.61%"
"26/09/2022","562.18","563.07","564.02","561.04","0.75K","-0.46%"
"23/09/2022","564.77","564.45","565.30","563.24","0.80K","-2.01%"
"21/09/2022","576.36","574.72","576.77","574.06","0.08K","-0.60%"
"20/09/2022","579.83","579.55","579.83","578.39","0.92K","1.01%"
"19/09/2022","574.05","576.40","576.40","573.50","0.17K","-0.18%"
"16/09/2022","575.10","578.08","578.08","574.23","0.94K","-1.81%"
"15/09/2022","585.72","585.74","586.50","584.17","0.57K","0.17%"
"14/09/2022","584.70","584.74","586.00","583.00","0.82K","-2.48%"
"13/09/2022","599.54","596.79","599.54","596.74","0.24K","0.82%"
"12/09/2022","594.64","605.00","607.11","593.80","0.09K","1.08%"
"09/09/2022","588.30","593.00","593.00","588.30","0.27K","-0.44%"
"08/09/2022","590.88","588.61","592.00","588.61","0.43K","1.83%"
"07/09/2022","580.26","580.11","581.02","578.80","0.38K","0.25%"
"06/09/2022","578.80","577.78","580.00","577.50","0.18K","-0.08%"
"05/09/2022","579.29","578.82","579.58","578.00","0.19K","-0.67%"
"02/09/2022","583.20","583.58","584.50","583.20","0.19K","1.43%"
"01/09/2022","575.00","576.48","577.50","575.00","0.24K","-1.15%"
"31/08/2022","581.71","581.71","583.43","581.40","0.21K","-0.55%"
"30/08/2022","584.90","584.86","587.04","583.72","0.19K","-0.24%"
"29/08/2022","586.30","586.01","588.00","583.70","0.62K","-2.59%"
"26/08/2022","601.91","601.69","602.50","601.69","0.13K","0.73%"
"25/08/2022","597.53","599.20","599.25","597.02","0.12K","0.01%"
"24/08/2022","597.47","596.06","597.47","595.55","0.59K","-0.42%"
"23/08/2022","600.00","602.61","602.61","599.90","0.36K","-1.64%"
"22/08/2022","610.00","611.44","611.78","609.00","0.49K","-1.28%"
"19/08/2022","617.92","618.66","619.44","617.73","0.70K","0.43%"
"18/08/2022","615.27","614.47","615.81","613.30","0.42K","0.26%"
"17/08/2022","613.67","612.19","614.76","611.98","0.67K","0.84%"
"16/08/2022","608.58","610.31","611.74","608.58","0.15K","1.18%"
"15/08/2022","601.46","598.34","601.55","598.30","0.34K","1.71%"
"12/08/2022","591.37","592.51","592.80","591.06","0.19K","-0.57%"
"11/08/2022","594.75","593.12","595.66","593.12","0.12K","0.62%"
"10/08/2022","591.06","592.18","592.18","590.74","0.08K","-0.42%"
"09/08/2022","593.56","593.08","593.98","592.21","0.28K","-0.52%"
"08/08/2022","596.65","597.61","598.12","596.00","0.25K","0.14%"
"05/08/2022","595.82","595.72","596.72","595.60","0.08K","0.20%"
"04/08/2022","594.64","596.32","597.02","594.64","0.42K","0.79%"
"03/08/2022","590.00","592.04","592.14","589.75","1.10K","0.39%"
"02/08/2022","587.70","584.35","587.70","582.75","0.43K","0.14%"
"01/08/2022","586.90","588.57","588.93","586.90","0.26K","0.59%"
"29/07/2022","583.45","583.30","584.47","582.81","0.37K","1.88%"
"28/07/2022","572.71","572.89","573.42","572.69","0.15K","0.71%"
"27/07/2022","568.69","567.09","569.08","566.71","0.29K","0.31%"
"26/07/2022","566.95","567.73","567.73","565.32","0.52K","-0.70%"
"25/07/2022","570.97","571.70","573.13","570.97","0.91K","-0.76%"
"22/07/2022","575.33","574.06","575.54","573.63","0.44K","0.71%"
"21/07/2022","571.30","572.35","573.01","571.22","0.16K","0.26%"
"20/07/2022","569.84","570.00","571.01","569.38","1.82K","1.98%"
"19/07/2022","558.80","562.97","562.97","558.80","0.52K","-1.73%"
"18/07/2022","568.62","566.57","568.80","566.23","0.24K","1.01%"
"15/07/2022","562.93","561.89","563.07","561.00","0.07K","0.74%"
"14/07/2022","558.80","559.51","559.79","558.42","1.79K","-0.78%"
"13/07/2022","563.19","564.69","564.70","563.10","0.17K","-0.86%"
"12/07/2022","568.09","571.00","571.00","567.98","0.20K","0.19%"
"11/07/2022","567.00","567.59","567.59","566.00","0.31K","-0.13%"
"08/07/2022","567.75","566.82","568.65","566.82","0.16K","0.68%"
"07/07/2022","563.91","565.51","565.90","562.52","0.36K","0.41%"
"06/07/2022","561.61","561.25","561.93","559.85","0.08K","0.88%"
"05/07/2022","556.73","557.96","557.96","555.25","0.28K","0.27%"
"04/07/2022","555.25","557.05","557.22","555.25","1.75K","1.30%"
"01/07/2022","548.12","547.58","548.12","545.00","0.47K","0.14%"
"30/06/2022","547.38","552.49","553.13","547.38","0.23K","-1.04%"
"29/06/2022","553.13","552.69","553.14","551.20","0.06K","-1.44%"
"28/06/2022","561.20","562.63","562.92","559.66","0.37K","-0.35%"
"27/06/2022","563.17","558.82","569.45","558.82","0.75K","2.01%"
"24/06/2022","552.09","546.48","552.09","546.00","0.12K","1.67%"
"23/06/2022","543.02","539.65","543.20","539.65","0.32K","1.39%"
"22/06/2022","535.60","538.24","538.24","535.60","0.41K","0.36%"
"21/06/2022","533.70","530.74","533.99","529.98","0.70K","1.37%"
"20/06/2022","526.50","530.43","530.46","526.25","0.15K","0.38%"
"17/06/2022","524.51","521.65","527.42","520.00","0.76K","-2.84%"
"16/06/2022","539.86","544.01","545.00","539.86","1.80K","-0.58%"
"15/06/2022","543.00","544.85","545.80","542.00","0.68K","-0.53%"
"14/06/2022","545.89","542.41","546.10","541.61","6.25K","-3.38%"
"10/06/2022","565.00","567.10","567.18","565.00","0.25K","-1.40%"
"09/06/2022","573.00","573.46","573.46","572.19","1.62K","-0.39%"
"08/06/2022","575.26","575.00","575.47","574.40","0.24K","0.87%"
"07/06/2022","570.29","573.50","573.50","566.50","2.09K","-0.56%"
"06/06/2022","573.50","576.00","579.00","570.37","0.23K","-0.42%"
"03/06/2022","575.92","575.66","575.96","574.74","0.10K","0.69%"
"02/06/2022","571.99","577.00","577.00","570.00","0.38K","-0.70%"
"01/06/2022","576.00","577.35","578.30","576.00","0.26K","-0.57%"
"31/05/2022","579.32","589.00","589.00","578.70","0.45K","-0.59%"
"30/05/2022","582.77","575.22","591.61","575.22","0.30K","2.78%"
"27/05/2022","567.00","570.85","570.90","567.00","0.31K","1.08%"
"26/05/2022","560.96","558.99","561.60","558.99","0.20K","0.72%"
"25/05/2022","556.95","556.93","557.56","555.58","0.39K","0.42%"
"24/05/2022","554.60","556.10","557.12","554.60","0.80K","0.22%"
"23/05/2022","553.40","557.58","557.58","553.40","0.93K","-0.82%"
"20/05/2022","558.00","554.67","559.35","554.67","0.22K","-0.40%"
"19/05/2022","560.23","579.38","579.38","559.00","1.23K","-3.33%"
"18/05/2022","579.50","580.54","581.66","579.30","2.36K","0.96%"
"17/05/2022","574.00","579.73","579.73","573.20","0.33K","-0.99%"
"16/05/2022","579.73","580.97","580.97","578.16","0.34K","0.83%"
"13/05/2022","574.95","573.96","576.50","573.00","0.59K","1.10%"
"12/05/2022","568.70","569.17","569.99","566.66","0.45K","-1.28%"
"11/05/2022","576.05","575.42","576.71","574.80","0.14K","0.30%"
"10/05/2022","574.30","574.56","575.55","571.70","0.51K","-1.32%"
"09/05/2022","582.01","578.78","582.01","578.68","0.34K","-0.08%"
"06/05/2022","582.50","582.18","582.50","579.50","0.79K","-1.66%"
"05/05/2022","592.34","590.18","592.34","590.18","0.48K","1.17%"
"04/05/2022","585.50","587.66","588.13","585.50","0.04K","0.27%"
"03/05/2022","583.92","590.24","590.24","583.00","0.66K","-0.44%"
"02/05/2022","586.50","595.70","595.70","582.78","0.46K","-1.68%"
"29/04/2022","596.53","599.98","599.98","596.53","0.09K","0.43%"
"28/04/2022","594.00","590.54","594.00","590.00","1.10K","1.93%"
"27/04/2022","582.78","583.70","584.87","582.40","0.30K","-1.76%"
"26/04/2022","593.21","595.50","597.10","593.21","0.23K","-0.41%"
"22/04/2022","595.64","593.80","596.85","590.02","0.20K","-0.73%"
"21/04/2022","600.01","598.28","601.30","598.28","0.23K","0.46%"
"20/04/2022","597.24","599.66","610.00","597.00","0.31K","0.27%"
"19/04/2022","595.66","598.43","598.58","595.66","0.23K","0.00%"
"14/04/2022","595.66","593.04","597.69","593.04","0.45K","0.46%"
"13/04/2022","592.92","592.84","592.92","589.40","0.18K","0.57%"
"12/04/2022","589.58","595.29","595.29","589.00","0.37K","-1.26%"
"11/04/2022","597.09","602.00","602.00","597.00","0.39K","-0.46%"
"08/04/2022","599.87","603.71","603.71","599.42","0.17K","0.90%"
"07/04/2022","594.51","595.29","595.50","593.00","0.64K","-0.13%"
"06/04/2022","595.31","596.64","596.78","594.00","0.46K","-0.90%"
"05/04/2022","600.70","604.23","606.37","600.00","0.61K","-0.55%"
"04/04/2022","604.00","606.50","615.98","602.80","0.14K","-0.33%"
"01/04/2022","606.02","617.22","617.22","598.50","0.58K","-1.32%"
"31/03/2022","614.10","611.98","614.40","611.58","0.26K","0.37%"
"30/03/2022","611.86","612.90","614.40","611.86","0.78K","0.40%"
"29/03/2022","609.43","612.06","612.06","607.58","0.63K","1.66%"
"28/03/2022","599.47","604.99","604.99","599.47","0.09K","0.04%"
"25/03/2022","599.26","597.00","600.00","597.00","0.32K","0.85%"
"24/03/2022","594.19","603.85","603.85","592.80","0.56K","-1.44%"
"23/03/2022","602.86","600.48","603.46","600.48","0.10K","0.59%"
"22/03/2022","599.30","600.00","600.82","599.30","0.21K","0.05%"
"21/03/2022","599.00","594.49","612.37","594.49","0.46K","1.17%"
"18/03/2022","592.08","594.99","595.00","591.00","1.05K","-0.49%"
"17/03/2022","595.00","600.01","605.50","594.10","0.96K","0.77%"
"16/03/2022","590.44","586.01","591.85","586.01","0.27K","1.45%"
"15/03/2022","582.00","581.49","582.60","579.25","0.32K","-0.07%"
"14/03/2022","582.40","586.00","586.00","579.00","0.42K","0.92%"
"11/03/2022","577.11","585.00","585.00","577.11","0.18K","-0.94%"
"10/03/2022","582.61","584.41","585.87","582.28","0.43K","1.24%"
"09/03/2022","575.50","573.99","575.50","572.50","0.47K","0.52%"
"08/03/2022","572.50","582.78","582.78","571.00","0.39K","-0.61%"
"07/03/2022","576.00","594.36","594.36","573.00","2.79K","-1.92%"
"04/03/2022","587.30","595.94","598.00","587.22","1.28K","-2.28%"
"03/03/2022","601.00","599.29","601.00","599.29","0.13K","1.20%"
"02/03/2022","593.90","599.00","599.00","591.50","0.97K","-1.20%"
"01/03/2022","601.14","596.13","603.00","596.13","0.21K","0.92%"
"28/02/2022","595.64","604.60","604.60","594.47","1.23K","0.55%"
"25/02/2022","592.40","594.52","596.00","592.40","1.33K","3.03%"
"24/02/2022","574.98","586.04","586.04","574.42","1.46K","-3.77%"
"23/02/2022","597.50","594.01","598.77","594.01","0.90K","0.83%"
"22/02/2022","592.61","602.00","602.00","592.11","1.29K","-2.07%"
"21/02/2022","605.13","610.00","610.00","600.00","0.63K","-0.94%"
"18/02/2022","610.85","619.02","619.28","608.00","0.80K","-1.32%"
"17/02/2022","619.01","622.01","622.01","618.20","0.34K","-0.48%"
"16/02/2022","621.99","622.38","622.81","621.20","0.82K","0.94%"
"15/02/2022","616.19","620.00","620.00","615.40","0.26K","-0.69%"
"14/02/2022","620.47","626.50","626.60","615.95","0.28K","-0.98%"
"11/02/2022","626.64","628.46","628.46","625.75","0.27K","-1.49%"
"10/02/2022","636.11","633.00","637.72","633.00","0.54K","0.74%"
"09/02/2022","631.46","631.62","632.46","631.46","0.14K","0.66%"
"08/02/2022","627.34","633.55","638.00","626.69","0.41K","-0.94%"
"07/02/2022","633.30","635.00","635.00","631.84","0.50K","0.29%"
"04/02/2022","631.47","638.00","638.00","630.47","0.91K","-0.85%"
"03/02/2022","636.88","639.90","651.57","635.00","0.74K","-0.42%"
"02/02/2022","639.59","635.51","640.00","635.51","0.35K","0.76%"
"01/02/2022","634.77","633.01","637.52","633.01","0.86K","0.44%"
"31/01/2022","632.00","630.01","642.00","629.08","0.34K","2.52%"
"28/01/2022","616.45","605.02","617.59","605.02","0.73K","2.17%"
"27/01/2022","603.38","608.20","612.94","602.00","1.72K","-0.92%"
"25/01/2022","608.98","614.66","616.44","608.00","1.34K","-0.97%"
"24/01/2022","614.94","612.28","616.00","610.67","1.36K","-0.37%"
"21/01/2022","617.25","618.13","618.99","615.55","0.99K","-1.61%"
"20/01/2022","627.36","633.01","633.01","622.68","1.26K","-0.73%"
"19/01/2022","632.00","643.00","643.00","632.00","0.98K","-1.80%"
"18/01/2022","643.61","650.00","650.00","641.00","0.48K","0.06%"
"17/01/2022","643.21","642.55","645.91","642.55","0.82K","0.56%"
"14/01/2022","639.61","645.00","651.18","638.00","0.83K","-0.84%"
"13/01/2022","645.00","659.96","659.96","645.00","1.27K","-0.95%"
"12/01/2022","651.19","650.01","653.46","650.01","0.27K","0.53%"
"11/01/2022","647.75","658.22","658.22","647.63","0.28K","-0.04%"
"10/01/2022","647.98","658.86","658.86","647.50","1.22K","-1.08%"
"07/01/2022","655.03","662.83","663.90","654.00","0.22K","0.77%"
"06/01/2022","650.04","650.15","651.33","648.83","3.87K","-1.40%"
"05/01/2022","659.30","663.62","663.65","658.16","0.48K","-0.63%"
"04/01/2022","663.50","663.88","664.82","663.10","0.36K","1.16%"
"31/12/2021","655.90","658.13","659.01","654.69","0.20K","-0.27%"
"30/12/2021","657.70","662.00","662.44","657.38","0.53K","-0.41%"
"29/12/2021","660.42","655.71","661.52","655.71","0.77K","1.29%"
"24/12/2021","652.00","655.00","655.87","652.00","0.11K","0.42%"
"23/12/2021","649.25","650.00","650.90","648.27","0.23K","0.12%"
"22/12/2021","648.47","645.00","655.00","645.00","0.32K","0.67%"
"21/12/2021","644.14","641.81","644.75","641.81","0.15K","0.39%"
"20/12/2021","641.62","650.00","650.06","640.00","0.68K","-0.96%"
"17/12/2021","647.85","658.65","658.65","647.50","0.79K","-1.66%"
"16/12/2021","658.81","654.01","659.39","654.01","0.91K","1.03%"
"15/12/2021","652.11","657.65","657.65","651.29","0.64K","-0.85%"
"14/12/2021","657.72","658.88","658.88","654.67","0.64K","-0.27%"
"13/12/2021","659.51","659.00","660.40","658.50","0.25K","1.08%"
"10/12/2021","652.47","654.21","654.27","652.00","0.52K","-0.26%"
"09/12/2021","654.16","658.99","658.99","653.70","0.63K","-0.69%"
"08/12/2021","658.72","655.13","661.69","655.13","0.65K","1.05%"
"07/12/2021","651.87","652.00","652.05","650.50","0.30K","0.49%"
"06/12/2021","648.70","650.00","650.00","648.00","0.42K","0.41%"
"03/12/2021","646.06","642.00","652.36","642.00","0.38K","1.18%"
"02/12/2021","638.50","639.19","639.19","635.00","0.84K","-0.66%"
"01/12/2021","642.75","652.00","652.50","641.51","0.58K","-1.38%"
"30/11/2021","651.76","648.71","656.92","648.71","0.86K","0.51%"
"29/11/2021","648.43","650.00","650.00","645.00","6.93K","-0.43%"
"26/11/2021","651.23","655.30","655.30","650.71","0.51K","-0.45%"
"25/11/2021","654.15","650.00","654.15","650.00","1.41K","0.84%"
"24/11/2021","648.72","656.92","656.92","647.70","0.45K","0.19%"
"23/11/2021","647.48","650.00","650.00","646.30","0.47K","-0.17%"
"22/11/2021","648.57","651.24","651.24","648.50","1.07K","0.01%"
"19/11/2021","648.53","646.78","649.07","646.04","0.21K","0.69%"
"18/11/2021","644.10","645.61","645.86","644.00","0.59K","-0.04%"
"17/11/2021","644.37","636.21","645.60","636.21","0.96K","1.37%"
"16/11/2021","635.64","638.82","638.82","635.59","0.26K","-0.22%"
"15/11/2021","637.02","639.11","639.11","636.49","0.44K","-0.06%"
"12/11/2021","637.40","635.00","639.11","635.00","0.40K","0.25%"
"11/11/2021","635.81","633.03","635.81","632.43","0.77K","0.46%"
"10/11/2021","632.87","632.00","634.00","631.89","0.37K","0.22%"
"09/11/2021","631.48","633.71","633.83","631.48","0.24K","-0.04%"
"08/11/2021","631.76","634.04","634.04","631.60","1.22K","0.04%"
"05/11/2021","631.48","633.09","633.13","630.64","0.64K","1.17%"
"04/11/2021","624.15","626.01","626.01","622.85","0.35K","0.57%"
"03/11/2021","620.63","615.01","621.97","615.00","1.37K","1.22%"
"02/11/2021","613.17","612.11","613.51","609.80","0.31K","-0.03%"
"01/11/2021","613.34","610.01","613.74","610.01","0.90K","1.38%"
"29/10/2021","605.00","606.00","606.94","605.00","0.08K","-0.17%"
"28/10/2021","606.00","607.04","607.05","605.80","0.16K","-0.17%"
"27/10/2021","607.02","609.65","609.65","605.60","0.48K","-0.13%"
"26/10/2021","607.80","607.05","609.50","607.05","0.61K","0.30%"
"25/10/2021","606.00","606.73","606.80","605.52","0.49K","-0.12%"
"22/10/2021","606.70","606.23","607.88","605.90","0.40K","1.22%"
"21/10/2021","599.41","602.47","602.47","599.41","0.92K","-0.21%"
"20/10/2021","600.65","600.30","605.00","600.30","0.23K","0.06%"
"19/10/2021","600.30","604.72","604.72","600.30","0.46K","-0.21%"
"18/10/2021","601.57","601.15","602.04","599.00","1.43K","0.43%"
"15/10/2021","599.00","597.00","599.00","596.50","0.55K","1.30%"
"14/10/2021","591.29","590.52","591.80","590.50","0.52K","0.13%"
"13/10/2021","590.50","597.49","597.49","589.00","0.18K","0.22%"
"12/10/2021","589.21","598.01","598.01","589.00","0.47K","-1.22%"
"11/10/2021","596.49","600.52","600.52","596.00","0.17K","-0.71%"
"08/10/2021","600.74","600.89","601.67","599.60","0.17K","0.00%"
"07/10/2021","600.76","599.09","601.02","599.00","0.14K","1.26%"
"06/10/2021","593.26","591.48","595.22","591.48","1.60K","0.44%"
"05/10/2021","590.67","592.93","592.93","587.49","0.94K","-0.99%"
"04/10/2021","596.55","596.41","599.09","595.15","0.60K","0.60%"
"01/10/2021","593.00","595.26","595.32","590.98","1.26K","-2.29%"
"30/09/2021","606.91","606.71","607.61","605.68","0.38K","0.90%"
"29/09/2021","601.49","600.79","602.83","600.79","0.39K","-0.80%"
"28/09/2021","606.34","607.93","609.28","605.99","0.72K","-1.09%"
"27/09/2021","613.01","611.82","613.01","611.82","0.36K","0.85%"
"24/09/2021","607.82","607.58","608.32","607.40","0.41K","0.25%"
"23/09/2021","606.33","602.02","608.01","602.02","1.44K","0.89%"
"22/09/2021","601.00","599.25","601.00","597.50","1.20K","0.06%"
"21/09/2021","600.61","604.99","604.99","599.00","0.74K","-0.89%"
"20/09/2021","606.00","610.20","610.20","606.00","0.78K","-0.84%"
"17/09/2021","611.15","614.30","616.38","611.12","1.16K","-0.28%"
"16/09/2021","612.84","608.66","612.84","608.66","0.61K","0.71%"
"15/09/2021","608.50","609.98","609.99","608.23","0.46K","-0.21%"
"14/09/2021","609.76","609.39","609.76","608.00","0.37K","0.18%"
"13/09/2021","608.65","609.99","609.99","606.49","0.82K","-0.23%"
"10/09/2021","610.05","612.80","614.58","609.93","0.26K","-0.24%"
"09/09/2021","611.51","613.40","613.40","611.51","0.27K","-0.31%"
"08/09/2021","613.40","614.00","614.01","612.00","0.18K","0.11%"
"07/09/2021","612.70","611.80","613.45","609.00","1.03K","0.16%"
"06/09/2021","611.75","624.81","624.81","609.00","0.64K","-0.26%"
"03/09/2021","613.35","612.49","614.79","612.49","0.48K","-0.11%"
"02/09/2021","614.00","619.09","619.09","614.00","1.11K","-0.97%"
"01/09/2021","620.00","619.00","620.73","618.39","0.33K","0.19%"
"31/08/2021","618.81","620.00","621.81","618.81","0.53K","0.14%"
"30/08/2021","617.92","624.99","624.99","616.00","0.80K","-0.03%"
"27/08/2021","618.10","624.09","624.09","617.29","0.21K","0.13%"
"26/08/2021","617.27","620.01","620.02","617.00","0.71K","-0.28%"
"25/08/2021","618.98","635.20","635.20","617.20","0.82K","-0.23%"
"24/08/2021","620.40","625.00","638.63","620.40","0.36K","-0.36%"
"23/08/2021","622.66","621.40","633.82","621.40","0.30K","0.99%"
"20/08/2021","616.55","612.13","618.00","612.13","0.13K","1.07%"
"19/08/2021","610.00","607.96","611.77","607.96","0.34K","-0.29%"
"18/08/2021","611.77","623.22","623.22","611.00","0.75K","0.13%"
"17/08/2021","611.00","610.19","611.64","608.60","0.27K","0.61%"
"16/08/2021","607.31","618.01","620.03","604.09","0.53K","-0.10%"
"13/08/2021","607.92","605.00","610.00","605.00","0.20K","0.72%"
"12/08/2021","603.57","606.01","606.01","602.92","0.36K","-0.03%"
"11/08/2021","603.76","606.01","606.01","602.50","1.60K","0.18%"
"10/08/2021","602.70","605.01","606.00","602.70","0.34K","0.43%"
"09/08/2021","600.13","605.01","605.01","600.13","0.38K","0.21%"
"06/08/2021","598.87","596.08","599.08","596.08","0.29K","0.65%"
"05/08/2021","595.00","596.35","596.92","595.00","0.23K","-0.21%"
"04/08/2021","596.28","595.05","596.88","595.00","0.43K","0.47%"
"03/08/2021","593.51","603.00","605.00","592.30","0.48K","-1.16%"
"02/08/2021","600.47","600.00","601.48","599.74","0.67K","1.40%"
"30/07/2021","592.20","595.01","595.01","591.80","0.36K","-0.30%"
"29/07/2021","594.00","600.11","605.00","593.88","0.42K","-0.36%"
"28/07/2021","596.15","595.39","597.00","595.01","0.61K","-0.26%"
"27/07/2021","597.69","597.69","597.69","596.85","0.56K","0.00%"
"26/07/2021","597.70","597.99","597.99","597.00","0.31K","0.86%"
"23/07/2021","592.61","596.00","607.98","592.00","0.14K","0.11%"
"22/07/2021","591.96","596.00","596.00","591.96","0.23K","0.23%"
"21/07/2021","590.62","587.28","591.10","587.28","0.16K","1.57%"
"20/07/2021","581.50","583.00","589.90","580.01","0.53K","-0.17%"
"19/07/2021","582.50","585.90","585.90","581.10","0.48K","-0.53%"
"16/07/2021","585.60","583.11","585.90","583.11","0.21K","0.45%"
"15/07/2021","583.00","588.37","588.37","583.00","0.60K","-0.22%"
"14/07/2021","584.31","585.24","586.00","583.00","0.44K","0.22%"
"13/07/2021","583.00","585.19","585.74","583.00","0.40K","0.24%"
"12/07/2021","581.63","583.00","583.09","580.84","0.26K","0.40%"
"09/07/2021","579.32","585.02","585.02","578.24","0.12K","-0.49%"
"08/07/2021","582.20","582.01","582.51","581.92","0.15K","0.73%"
"07/07/2021","578.00","572.01","578.96","572.01","0.21K","1.06%"
"06/07/2021","571.93","580.01","580.01","571.93","0.65K","-0.99%"
"05/07/2021","577.64","577.25","578.01","576.00","0.35K","-0.04%"
"02/07/2021","577.88","584.99","584.99","577.63","0.13K","0.79%"
"01/07/2021","573.36","571.01","574.44","571.00","0.27K","0.59%"
"30/06/2021","570.00","571.00","571.04","569.00","0.31K","0.69%"
"29/06/2021","566.09","566.13","566.37","565.11","0.26K","0.50%"
"28/06/2021","563.27","576.91","576.91","562.50","0.17K","0.57%"
"25/06/2021","560.10","560.46","561.80","559.76","0.17K","0.07%"
"24/06/2021","559.70","562.78","562.78","559.62","0.28K","-0.55%"
"23/06/2021","562.78","562.30","562.97","560.30","0.81K","0.09%"
"22/06/2021","562.26","551.22","562.26","551.22","0.35K","2.03%"
"21/06/2021","551.10","563.00","563.00","549.09","0.60K","-1.49%"
"18/06/2021","559.46","558.04","560.49","556.90","0.63K","1.42%"
"17/06/2021","551.60","554.00","554.00","547.50","0.28K","-0.25%"
"16/06/2021","552.97","552.30","553.52","550.75","0.36K","0.00%"
"15/06/2021","552.99","547.21","553.40","547.21","0.61K","1.12%"
"11/06/2021","546.84","546.98","546.98","545.73","0.37K","-0.03%"
"10/06/2021","546.98","547.09","547.09","546.00","0.22K","-0.01%"
"09/06/2021","547.04","548.00","548.00","546.67","0.03K","0.26%"
"08/06/2021","545.60","545.17","545.67","544.84","0.33K","0.11%"
"07/06/2021","545.00","546.01","550.00","544.64","0.25K","-0.18%"
"04/06/2021","545.96","547.48","547.50","545.40","1.19K","0.15%"
"03/06/2021","545.15","541.04","545.15","541.04","0.10K","0.76%"
"02/06/2021","541.03","542.00","549.99","540.17","0.21K","-0.19%"
"01/06/2021","542.04","545.00","545.00","541.00","0.95K","-0.36%"
"31/05/2021","543.99","545.00","546.90","543.99","0.26K","0.00%"
"28/05/2021","544.00","543.89","544.50","543.40","0.29K","0.55%"
"27/05/2021","541.00","540.00","542.50","540.00","0.24K","0.37%"
"26/05/2021","539.01","541.40","541.50","539.00","0.15K","-0.44%"
"25/05/2021","541.40","542.81","542.81","540.55","0.13K","0.46%"
"24/05/2021","538.90","537.00","540.07","537.00","0.31K","0.55%"
"21/05/2021","535.97","545.00","545.00","535.00","0.22K","0.84%"
"20/05/2021","531.50","528.10","531.93","528.10","0.14K","0.65%"
"19/05/2021","528.09","536.01","536.01","527.00","0.18K","-1.40%"
"18/05/2021","535.60","537.37","537.37","534.70","0.30K","-0.07%"
"17/05/2021","536.00","536.25","537.47","535.50","0.74K","0.24%"
"14/05/2021","534.70","530.00","534.70","530.00","0.18K","1.76%"
"13/05/2021","525.46","530.00","530.00","525.46","0.28K","-0.53%"
"12/05/2021","528.28","532.01","532.02","527.22","0.76K","-0.66%"
"11/05/2021","531.80","539.99","539.99","530.00","0.38K","-1.10%"
"10/05/2021","537.73","541.00","541.00","537.73","0.46K","-0.33%"
"07/05/2021","539.50","541.00","541.15","537.46","0.48K","0.38%"
"06/05/2021","537.46","539.00","539.34","536.18","0.29K","-0.19%"
